视频链接,视频名称,总播放数,历史累计弹幕数,上传时间,点赞数,投币数,收藏数,转发数,标签
https://www.bilibili.com/video/BV1fX4y187gU?from=search,大学生嘲笑“高考替考”,193583,146,2023-06-10 09:40:07,8773,19,469,158,"buttercup,高考,考试,搞笑,必剪创作,知识,人文历史,高中生,大学,高中,上班族,大学生"
https://www.bilibili.com/video/BV1VN411y7XK?from=search,2023高考英语，听听考生们有什么想说的？,19395,13,2023-06-08 18:10:53,150,2,9,20,"高考,英语,考试,必剪创作,知识,校园学习,23高考,如何评价高考英语,高中,2023高考"
https://www.bilibili.com/video/BV1Vc41137MM?from=search,高考后的神回复！,2377116,294,2023-06-06 21:08:21,3.9万,635,2.2万,402,"高考,搞笑,生活,搞笑,回复"
https://www.bilibili.com/video/BV1qo4y1E7UA?from=search,当元首参加完2023高考,306702,957,2023-06-07 22:47:31,1.9万,2316,3276,1343,"2023高考季,鬼畜,鬼畜剧场"
https://www.bilibili.com/video/BV1sj411Q7KK?from=search,高考可以改变命运吗，听听过来人是怎么说的,43820,103,2023-06-07 18:12:36,842,12,157,53,"沈园外,热点观察局,高考,必剪创作,生活,日常,星海计划,社会,生活,人生,励志,采访,努力,记录"
https://www.bilibili.com/video/BV1fg411g7zh?from=search,你还记得高考出分的那一天吗？,2001830,5690,2021-06-24 18:00:14,19.3万,6.0万,6.7万,1.5万,"毕业季,高考,动画,短片·手书·配音,青春,生活,情感,原创动画,日常,杂乱无章"
https://www.bilibili.com/video/BV1H14y1Q78D?from=search,只有我高考完在摆烂吗？,503419,342,2023-06-09 19:14:09,4.0万,667,3668,414,"你好，准大学生,高考,搞笑,生活,搞笑,生活,高中生,大学,暑假,高三,吐槽,假期,B站创意话题大赏"
https://www.bilibili.com/video/BV1Eu4y1o7AC?from=search,高考完，别人家长都想给孩子换个手机，我家长想给我换个脑袋,339324,570,2023-06-13 21:30:00,1.4万,1370,917,666,"高考,搞笑,生活,搞笑,武术,抽象,真实"
https://www.bilibili.com/video/BV16k4y1n7Xw?from=search,儿子刚高考完，母亲就要离婚,329353,364,2023-06-10 15:51:26,5535,130,726,219,"天使的翅膀,生活,日常,聊天记录"
https://www.bilibili.com/video/BV1wM411E75V?from=search,为什么68年取消高考,1181468,6660,2023-02-25 12:15:19,7.3万,2.2万,3.8万,1.5万,"学党史，知荣辱，知使命,高考,科学,知识,人文历史,学习,高中,学习心得"
https://www.bilibili.com/video/BV1pX4y1873X?from=search,你知道高考成绩为什么在晚上公布吗,2463216,236,2023-06-04 11:23:05,8590,128,7203,54,"高考,考试,知识,校园学习"
https://www.bilibili.com/video/BV1RM4y1J7tE?from=search,5位上海交大学霸挑战2023高考数学！竟然考了......,99292,69,2023-06-13 17:01:53,3532,382,261,118,"高考夜干杯,高考数学,高考,生活,日常,上海交大,生活记录,2023高考,干杯！去做喜欢的一切"
https://www.bilibili.com/video/BV1c14y1Q7Ub?from=search,高 考 段 子 大 赏【梗指南】,833664,1432,2023-06-07 22:13:23,7.9万,1789,3543,1583,"搞笑研究所,高考,搞笑,生活,搞笑,幽默,高三,魔性,梗指南,沙雕,段子,搞笑研究所20234.0"
https://www.bilibili.com/video/BV1KL411i7re?from=search,高考助力摇,2189674,2906,2023-06-05 22:26:16,23.2万,4.4万,2.2万,2.7万,"高考,必剪创作,舞蹈,手势·网红舞,舞蹈,助力"
https://www.bilibili.com/video/BV1QL411q7JY?from=search,庞众望：高考744分考入清华，清华校长亲自接待，如今怎么样了,1180689,1364,2023-05-31 23:06:09,2.9万,2823,7118,2786,"TheRightPath,美好生活日常记录,高考,生活,日常,生活记录,青春,大学,励志,高考加油,2023高考季,努力,清华,校长"
https://www.bilibili.com/video/BV1k14y1D7K3?from=search,高考考生采访：第一个走出考场的人果然不一般，回答都清里清气的,154556,37,2023-06-05 16:53:52,5723,72,1235,107,"高考,娱乐,娱乐杂谈,明星,采访,考生"
https://www.bilibili.com/video/BV1Yh4y1G7pn?from=search,99%的人不知道！高考能有多奇葩？！,1757159,3891,2023-06-08 18:03:38,13.7万,1655,1.4万,1294,"搞笑研究所,冷知识,高考,考试,搞笑,生活,搞笑,趣闻,奇葩,吐槽,考生,高考生,搞笑研究所20234.0"
https://www.bilibili.com/video/BV16h411T79Z?from=search,高考落榜时的尴尬（超级无敌宇宙真实啊啊啊啊）,218314,216,2023-06-14 17:54:37,2.0万,332,968,61,"孤勇者,校园整活王,高考,搞笑,生活,搞笑,无敌,逆袭,真实,落榜,尴尬,搞笑研究所20234.0"
https://www.bilibili.com/video/BV1uB4y1u7db?from=search,美国人挑战高考数学！大学学霸表示从来没见过！？,3042944,11959,2021-05-27 18:05:17,22.1万,4.4万,1.7万,4331,"高考数学,歪果仁,高考,美国,搞笑,知识,校园学习,2021高考季,外国人,学霸,老外,挑战"
https://www.bilibili.com/video/BV12k4y1H73t?from=search,2023高考试卷来了！,1761750,2908,2023-06-05 21:00:32,15.8万,3634,6733,1.0万,"高考,资讯,热点"
https://www.bilibili.com/video/BV1yM4y1Y7jm?from=search,你们觉得高考能改变命运吗？,88758,171,2023-06-10 15:37:53,1564,27,214,55,"年轻人生活图鉴,高考,必剪创作,生活,日常,命运,校园"
https://www.bilibili.com/video/BV1da4y1h7pi?from=search,中国高考史上分数最高的三个人：均是其貌不扬，现状一个比一个好,1032762,2730,2020-07-10 15:14:45,4.5万,631,3383,651,"高考,知识,人文历史,2020毕业季,读书,原创"
https://www.bilibili.com/video/BV1Wo4y1J7q4?from=search,高考结束了，河南却火了！131万考生彻底怒了，爱好文具极不友好,92825,154,2023-06-10 18:52:06,1689,37,68,60,"高考,手工,知识,社科·法律·心理,文具,河南"
https://www.bilibili.com/video/BV1UY411L7VW?from=search,想通过高考英语听力，请反复听这80篇真题,1783849,2771,2022-02-11 23:51:20,4.1万,1.7万,9.5万,1.2万,"高考英语,高考,考试,知识,校园学习,学习,学生党,高中,高考听力,听力,高中英语,英语考试"
https://www.bilibili.com/video/BV1CL411i72z?from=search,这么做太让人心寒了，一定要严查。@央视新闻 #河南高考 #爱好文具 我觉得欠一个说法，高考真的能影响一生。,159109,101,2023-06-09 13:28:38,1.4万,822,717,223,"河南高考配套文具好用吗,高考,手工,知识,校园学习,央视,文具,2023高考季,心寒,影响,央视新闻,说法,高中,河南"
https://www.bilibili.com/video/BV118411Z7zw?from=search,高考离谱趣事，监考老师更紧张,355052,105,2023-06-10 14:24:17,1.6万,44,936,131,"高考唠嗑会,高考,搞笑,必剪创作,知识,人文历史,趣闻,2023高考季,趣事,大学生,高中,上班族,监考"
https://www.bilibili.com/video/BV1Y5411m7o1?from=search,骂醒那些高考还行，大学在摆烂躺平的年轻人！我要触及他们的灵魂！,2313889,4850,2022-04-22 11:02:17,16.8万,3.3万,8.0万,6.7万,"和摆烂说再见,高考,考研,知识,校园学习,线性代数,数学,学习,高等数学,高中,汤家凤,学习心得"
https://www.bilibili.com/video/BV1D14y1U7yt?from=search,【所有题都已上传】2023新高考一卷数学逐题精讲,65884,296,2023-06-07 21:26:35,1239,575,834,373,"高考数学,高考,知识,校园学习,数学,新高考一卷数学,2023高考季,高中数学,高中,新高考一卷"
https://www.bilibili.com/video/BV1Ax411676X?from=search,百分百真实还原高考战场，场面太惨烈不敢看,4356970,14396,2017-06-22 20:49:33,10.7万,5.1万,11.4万,6.4万,"ATouchOfHeaven(FullMix),高考,考试,搞笑,生活,搞笑,毕业,英雄连,大学,高中,高考成绩"
https://www.bilibili.com/video/BV1so4y1N7SR?from=search,“高考太难了”｜高考大省，高中老师如是说,18641,152,2023-06-13 12:00:00,793,137,395,123,"2023高考季,高考,生活,日常,高考加油,访谈,校园,纪录片,少年通识,高中老师,教育体制,通识教育"
https://www.bilibili.com/video/BV1C94y1y7S1?from=search,河南考清华比北京难20倍？谁在高考地狱最底端,943883,8424,2022-06-23 16:13:58,3.4万,5305,8122,4915,"社会观察局,高考,考试,知识,社科·法律·心理,高三,高中,全国卷,录取率,高考难度,高考录取率,社会观察局2022第二季"
https://www.bilibili.com/video/BV1HV4y1U77y?from=search,【高考】已经快要一年了啊......希望刷到这个视频的同学们高考加油！,1227245,4096,2023-06-05 22:20:32,9.9万,8530,1.2万,1492,"再飞行,2023高考季,高考,考试,知识,校园学习,高考加油,视频,高三,一年,高中,加油"
https://www.bilibili.com/video/BV1ts4y1y7Ed?from=search,高考结束最讨厌的几种人(超级无敌宇宙大真实),783266,398,2023-06-13 18:00:34,5.5万,625,2907,130,"校园整活王,高考,搞笑,生活,搞笑,校园,尴尬,搞笑研究所20234.0"
https://www.bilibili.com/video/BV14N411y7cP?from=search,高考期间高二现状,509021,775,2023-06-08 01:45:28,4.1万,1357,4155,3638,"高考,生活,搞笑,高中生,高中,高二,现状,真实"
https://www.bilibili.com/video/BV1SN411r7ME?from=search,高考前 VS 高考后,1777935,250,2023-06-09 15:41:07,9.6万,540,3682,1468,"B站小剧场,高考,短片,搞笑,影视,小剧场,高考加油,大学,校园,小剧场,粤普,大学生,我在B站拍短剧·夏日剧场"
https://www.bilibili.com/video/BV1fo4y1Q7Wr?from=search,"高考发生重大失误,提前2分40秒打铃结束,多名领导被撤职!",3417481,738,2021-06-30 15:11:01,10.1万,520,4121,872,"苦悩の旋律,高考,必剪创作,生活,日常,校园"
https://www.bilibili.com/video/BV1bh41167br?from=search,考试故意考“0分”，写8千字怒批高考的蒋多多，如今怎么样了？,3286927,5550,2021-07-09 13:28:25,7.3万,1400,7260,1017,"苦悩の旋律,知识分享官,高考,人文,知识,人文历史,文化,学习,人物,学霸,人物故事名人,故事,人物故事,近代人物"
https://www.bilibili.com/video/BV1nu4y1o7T1?from=search,高考离谱趣事：考场社死经历,43857,42,2023-06-11 16:47:34,2624,2,138,22,"高考唠嗑会,高考,考试,搞笑,必剪创作,知识,人文历史,高中生,2023高考季,上班族,大学生"
https://www.bilibili.com/video/BV16k4y1W7hQ?from=search,快要高考高中生现状,1059108,2783,2023-06-02 19:53:41,12.4万,8.3万,5.5万,3003,"高考前你在做什么？,高考,生活,日常,学习,高考加油,高中生,高三,现状,高中"
https://www.bilibili.com/video/BV18U4y1Z7LR?from=search,外婆和邻居说我能考清华，高考出分后是557，全家人哭了一晚...,1823743,6125,2022-03-18 21:00:02,6.4万,1.1万,1.7万,6742,"定格春日小美好,高考,生活,日常,家庭,学习,情感,校园,高中,努力,压力,春日好生活"
https://www.bilibili.com/video/BV17h411T7UY?from=search,高考遇到高失业，读大学还有啥用？,5644,108,2023-06-12 18:00:00,647,91,73,39,"热点观察局,高考,知识,社科·法律·心理,星海计划,大学,志愿填报,失业"
https://www.bilibili.com/video/BV1qc41137cu?from=search,高考疯婆娘？！,336168,227,2023-06-04 11:50:00,2.3万,109,1875,96,"高考唠嗑会,高考,知识,科学科普,趣闻,高考加油,2023高考季,奇闻趣事"
https://www.bilibili.com/video/BV114411K7kt?from=search,高考提前15分钟交卷，这个考生除了动作快还句句金句...,13349029,37148,2019-06-07 17:36:20,20.4万,1.9万,6.8万,4.0万,"考试,资讯,社会,2019高考应援,第一位走出考场,学习,高三,校园,语文,高中,作文题,浙大"
https://www.bilibili.com/video/BV1i34y157Vh?from=search,清华学生重做高考题！还能考上清华吗？全省前10名八年后再来高考，能考几分？,1548511,3036,2022-06-15 12:09:59,4.4万,3766,6895,3040,"2022高考季,高考,考试,搞笑,知识,校园学习,大学,趣味,学习,学霸,校园,清华,2022哔哩哔哩高考季"
https://www.bilibili.com/video/BV1pS4y1i7Mm?from=search,真是还原今年高考现状,2420601,1699,2022-06-08 16:33:21,20.6万,1985,1.1万,4636,"高考,搞笑,生活,搞笑,高考加油,高三,真实"
https://www.bilibili.com/video/BV1fK4y1S7ra?from=search,化学超人高考化学二轮课程：高考化学重难点逆袭二轮课，突破压轴题,2281224,10721,2021-03-02 01:30:11,6.1万,4.7万,9.4万,1.0万,"高考,考试,知识,校园学习,课程,学习,经验分享,高中,学习心得,打卡挑战"
https://www.bilibili.com/video/BV1fh411K7RV?from=search,我死在高考后第1个晚上,113886,100,2023-06-11 14:39:56,5591,652,1479,204,"FAKELOVE,你好，准大学生,高考,生活,日常,生活记录,高三,高考加油,校园,高中,记录,加油,B站创意话题大赏"
https://www.bilibili.com/video/BV1CY4y1g7a1?from=search,高考后毕业生的一天，希望没有卷到你,2352593,3868,2022-06-15 14:08:57,24.1万,7539,2.0万,1.7万,"Wake(Live),记录生活随手拍,毕业季,高考,生活,日常,毕业,自律,记录一夏美好时刻"
https://www.bilibili.com/video/BV19u4y1o763?from=search,【罗翔】“高考没考好有什么大不了？”,305806,184,2023-06-01 17:29:27,4.0万,2719,1.2万,1115,"it's6pmbutImissualready,高考自救指南,罗翔,高考,考试,知识,社科·法律·心理,教育,2023高考季"
https://www.bilibili.com/video/BV1ZX4y1t71G?from=search,【中 考】高考结束了，中考有可以借鉴的地方吗？,11764,15,2023-06-13 18:45:00,794,50,248,17,"是老师，也是UP主！,高考,考试,知识,校园学习,学习,考前,中考,初中"
https://www.bilibili.com/video/BV1114y1S72s?from=search,高考毕业生自律的一天 希望没能卷到你,38090,97,2023-06-13 18:45:21,1817,33,64,46,"Wake(Live),夏日整活大赏,跑步,生活,搞笑,高三,学习,励志,自律,努力,高中,毕业生,爱就哔需说出来"
https://www.bilibili.com/video/BV1Eh411T7St?from=search,如果你正在担心你的高考成绩…【考后必看】,41382,129,2023-06-10 23:18:15,2439,346,1168,386,"2023毕业季,高考,考试,知识,社科·法律·心理,学习,必看,考后焦虑,经验分享,成绩,中考,学习心得"
https://www.bilibili.com/video/BV1iV4y1m78J?from=search,当暑假工比高考还难,238738,181,2023-06-11 17:39:21,1.9万,514,1511,203,"搞笑研究所,高考,搞笑,生活,搞笑,暑假,生活,吐槽,搞笑研究所20234.0"
https://www.bilibili.com/video/BV13s4y1S7fh?from=search,高考600分怎么搞,697916,791,2023-04-11 11:10:00,5.1万,716,4070,1349,"一起上岸吧,高考,考试,知识,校园学习,经验分享,高中,学习心得,一起上岸吧！"
https://www.bilibili.com/video/BV1Ao4y1N7GW?from=search,你高考带厂牌去考的是吧！,249434,199,2023-06-12 17:50:42,2.8万,1614,1891,937,"搞笑研究所,搞笑配音,高考,搞笑,生活,搞笑,同人配音,爆笑,高三,暑假,作业,恶搞,周全,搞笑研究所20234.0"
https://www.bilibili.com/video/BV1cx411o7g6?from=search,【素材】林欢高考采访无水印,2385383,4855,2019-06-28 16:38:09,6.1万,996,1.3万,1.2万,"高考,生活,日常,鬼畜素材,林欢"
https://www.bilibili.com/video/BV1DT411j7Hi?from=search,唐尚珺的14次高考，我可能在第2次就走了，你会选择第几次走了。,1906335,1514,2022-07-29 09:33:10,5.9万,584,3924,4352,"起风了,高考,知识,人文历史,学习,选择,可能"
https://www.bilibili.com/video/BV15g411m72r?from=search,高考676分，上大专,1548510,3228,2022-09-25 17:31:53,10.2万,5114,7252,1.4万,"校园整活王,高考,生活,搞笑,高考加油,励志,大学,高三,校园,大专,经验分享,学习心得,校园星发现"
https://www.bilibili.com/video/BV1Uc411u78N?from=search,高考307分，逆袭211硕士，高考定不了命！,45048,55,2023-06-13 07:02:57,5130,119,543,53,"励志，成功，成长，学习,高考,生活,日常,励志,高考加油,逆袭,硕士"
https://www.bilibili.com/video/BV1Df4y1b7fj?from=search,高考采访迷惑行为：保送了，我来看看试卷,9005348,6357,2021-06-03 18:58:29,28.1万,4708,3.0万,7873,"高考,搞笑,生活,搞笑,搞笑视频,高三,校园,高考加油,学生"
https://www.bilibili.com/video/BV1d64y1k7Q6?from=search,意外有点多，高考到场就算赢,2420133,2674,2021-06-03 18:35:06,10.5万,8177,1.0万,2139,"高考,考试,搞笑,知识,社科·法律·心理,2021高考季,知识,高三,太阳星,校园学习"
https://www.bilibili.com/video/BV1uz4y1i7uK?from=search,高考查分 的激动瞬间，有欢呼，有泪水，隔着屏幕都能感受到他们的欢乐与不易,51061,180,2023-06-12 12:58:14,1271,85,238,172,"B站小剧场,高考,生活,搞笑,高三,高考加油,青春,感动,我在B站拍短剧·夏日剧场"
https://www.bilibili.com/video/BV1ku411h7wR?from=search,当你高考完和上海爸爸说考的很差时。。。,573712,129,2023-06-13 17:17:15,3.8万,715,2531,1545,"上海话,上海,高考,影视,小剧场"
https://www.bilibili.com/video/BV1Az4y1i7ZR?from=search,高考考上985，10年后我们想说,27252,49,2023-06-09 09:00:00,921,148,454,55,"高考唠嗑会,高考,职场,生活,日常,高考加油,青春,人生轨道,2023高考季,985,改变命运"
https://www.bilibili.com/video/BV12W4y1X75h?from=search,每年高考一定会出现的显眼包们,1011677,135,2023-06-09 17:00:00,4.5万,165,1590,150,"B站小剧场,高考,影视,小剧场,校园,我在B站拍短剧·夏日剧场"
https://www.bilibili.com/video/BV1PK4y1G7p8?from=search,高考查分现场：希望这是你查分后喜极而泣的样子！,3621032,13567,2021-06-16 18:49:07,9.2万,1.4万,2.1万,4222,"星辰大海,考试,生活,搞笑,高考加油,高三,学习,校园,原创"
https://www.bilibili.com/video/BV1GL411i7y5?from=search,超 人 强 要 高 考 作 弊,1553482,928,2023-06-06 00:22:21,8.0万,5045,1.7万,5797,"鬼畜星探企划,公益,鬼畜剧场,高考,鬼畜,搞笑,鬼畜,鬼畜剧场,作弊,沙雕,超人强"
https://www.bilibili.com/video/BV1Zt4y1b7Xi?from=search,大学毕业两年的我骗我爸高考出分了,3178262,1039,2022-06-25 21:06:21,32.6万,7432,1.5万,1.3万,"搞笑研究所,高考,生活,搞笑,生活记录,搞笑研究所5.0,大学毕业"
https://www.bilibili.com/video/BV1oY4y1D7Ay?from=search,高考685分上交学长带你真实体验高考全过程 | 高考纪实 | 全国甲卷 | 心态调整 | 考试建议 | 2023高考,1151658,3486,2023-04-02 12:00:00,7.0万,2.1万,3.7万,4869,"StayAlive,一起上岸吧,高考,知识,校园学习,上海交通大学,学长,建议,经验分享,高中,心态调整,2023高考,全国甲卷,一起上岸吧！"
https://www.bilibili.com/video/BV1Gh4y1V7BX?from=search,高考后你偷摸内卷的同学,337357,86,2023-06-11 18:04:16,5.9万,180,1697,507,"搞笑研究所,高考,搞笑,生活,搞笑,碟中谍,校园,真实,同学,内卷,搞笑研究所20234.0"
https://www.bilibili.com/video/BV1ko4y1K7Ff?from=search,当你高考查到的分数是***,326009,3998,2023-06-03 20:57:58,5.5万,2754,4112,843,"高考,考试,搞笑,生活,日常,高三,分数"
https://www.bilibili.com/video/BV1FW4y1Q7Fq?from=search,高考忘带准考证怎么办！,170142,228,2023-06-12 16:12:00,1.8万,372,1846,1655,"2023高考季,高考,考试,知识,校园学习,高中,经验分享,准考证,学习心得"
